"FREQ","seno"
28220,3.11605e-005
28230,2.89158e-005
28240,3.04403e-005
28250,2.74507e-005
28260,2.85117e-005
28270,2.3179e-005
28280,2.85632e-005
28290,2.85553e-005
28300,2.79834e-005
28310,2.79253e-005
28320,2.51606e-005
28330,2.96645e-005
28340,2.94656e-005
28350,2.54641e-005
28360,2.83136e-005
28370,2.83569e-005
28380,2.63054e-005
28390,2.64904e-005
28400,2.89576e-005
28410,2.28969e-005
28420,2.17926e-005
28430,2.76288e-005
28440,4.99188e-005
28450,6.02269e-005
28460,2.86103e-005
28470,2.6727e-005
28480,2.83397e-005
28490,2.89606e-005
28500,2.73368e-005
28510,2.68267e-005
28520,2.88827e-005
28530,2.47352e-005
28540,2.74224e-005
28550,2.95324e-005
28560,2.89761e-005
28570,3.25225e-005
28580,2.61112e-005
28590,2.7571e-005
28600,3.13705e-005
28610,2.56716e-005
28620,2.78954e-005
28630,3.12547e-005
28640,3.3345e-005
28650,2.63387e-005
28660,2.55092e-005
28670,2.6015e-005
28680,2.50049e-005
28690,1.79801e-005
28700,2.51114e-005
28710,2.98687e-005
28720,2.91191e-005
28730,3.35669e-005
28740,2.77766e-005
28750,2.69888e-005
28760,2.63388e-005
28770,2.55394e-005
28780,2.43576e-005
28790,3.01628e-005
28800,3.02429e-005
28810,2.82072e-005
28820,2.60904e-005
28830,2.46277e-005
28840,2.76821e-005
28850,2.38861e-005
28860,2.69093e-005
28870,2.99317e-005
28880,2.83519e-005
28890,2.19352e-005
28900,3.24998e-005
28910,2.77625e-005
28920,3.09517e-005
28930,2.68179e-005
28940,3.04137e-005
28950,4.1581e-005
28960,3.2377e-005
28970,2.63466e-005
28980,2.84519e-005
28990,2.89694e-005
29000,2.9708e-005
29010,2.75748e-005
29020,2.19074e-005
29030,2.18895e-005
29040,2.74392e-005
29050,2.75571e-005
29060,2.60901e-005
29070,2.76582e-005
29080,2.93354e-005
29090,3.01004e-005
29100,2.78653e-005
29110,2.20484e-005
29120,2.47729e-005
29130,2.52666e-005
29140,2.57777e-005
29150,2.80078e-005
29160,2.71721e-005
29170,2.679e-005
29180,2.7122e-005
29190,3.03465e-005
29200,2.43857e-005
29210,2.34461e-005
29220,2.28602e-005
29230,2.48463e-005
29240,2.83669e-005
29250,3.02086e-005
29260,2.69857e-005
29270,3.0161e-005
29280,3.12926e-005
29290,3.37536e-005
29300,3.11988e-005
29310,2.69429e-005
29320,2.16018e-005
29330,2.13034e-005
29340,1.93049e-005
29350,2.3328e-005
29360,2.37261e-005
29370,2.39405e-005
29380,2.55522e-005
29390,2.39455e-005
29400,2.44417e-005
29410,2.38741e-005
29420,2.60764e-005
29430,2.02951e-005
29440,2.29798e-005
29450,3.9535e-005
29460,4.14258e-005
29470,3.26282e-005
29480,2.95276e-005
29490,2.60691e-005
29500,2.72775e-005
29510,3.03286e-005
29520,2.38157e-005
29530,2.45001e-005
29540,2.36843e-005
29550,2.82002e-005
29560,2.94166e-005
29570,2.48502e-005
29580,2.139e-005
29590,2.08297e-005
29600,2.67944e-005
29610,2.58673e-005
29620,2.55016e-005
29630,2.11695e-005
29640,2.70325e-005
29650,2.57092e-005
29660,2.56098e-005
29670,2.76529e-005
29680,2.66196e-005
29690,2.8783e-005
29700,3.0071e-005
29710,3.02912e-005
29720,2.69289e-005
29730,2.32113e-005
29740,2.03515e-005
29750,2.66402e-005
29760,2.10558e-005
29770,2.26948e-005
29780,2.62506e-005
29790,2.73298e-005
29800,3.54347e-005
29810,3.35991e-005
29820,2.39335e-005
29830,2.4697e-005
29840,2.37013e-005
29850,2.26922e-005
29860,2.22643e-005
29870,2.53727e-005
29880,2.44058e-005
29890,2.88165e-005
29900,2.54013e-005
29910,2.62737e-005
29920,3.08182e-005
29930,2.83922e-005
29940,2.66567e-005
29950,2.62793e-005
29960,4.14836e-005
29970,3.27406e-005
29980,2.50445e-005
29990,2.15412e-005
30000,1.99288e-005
